"","orig.ident","nCount_RNA","nFeature_RNA","Condition","DAS","mSS","DAS+mSS","lassoCS","CSS","orig.ident","nCount_RNA","nFeature_RNA","Condition","GLB1","TP53","CDKN1A","CDKN2A","LMNB1","IL1A","RB1","CDK1","CDK4","CDK6","MKI67","CDKN2B","orig.ident","nCount_RNA","nFeature_RNA","Condition","SenMayo","CellAge","GenAge","ASIG","SASP","AgingAtlas","SenUp","SigRS","hUSI"
"OSKM_27_S247_L001","OSKM",35381,4683,"Senescence",0.5,0.375,0.423076923076923,0.0761704756977803,0.0810991535370485,"OSKM",35381,4683,"Senescence",0.248918562359721,0,0.880948640717588,0,0,0,0.756380300980878,0,0,1.09140740131436,1.09140740131436,0.448061621751649,"OSKM",35381,4683,"Senescence",5.58188858272382,7.4728150135279,8.29455766866049,10.0984781258673,3.29304400776878,9.05049728245943,6.07853321169608,10.9615839991388,0.506632242270122
"OSKM_27_S247_L002","OSKM",40714,4876,"Senescence",0.5,0.4375,0.461538461538462,-0.0541146006526227,0.072328016359879,"OSKM",40714,4876,"Senescence",0.55207155945632,0,1.30881198747361,0,0,0,0.399602300330823,0,0,1.30881198747361,1.73460683456573,0.55207155945632,"OSKM",40714,4876,"Senescence",5.48862790727906,7.72752841893232,8.50071301168266,10.3370773469078,3.80072153743978,9.28188218215934,6.09043420896799,11.0119306801094,0.481495165490076
"OSKM_28_S248_L001","OSKM",25132,4204,"Senescence",0.5,0.3125,0.384615384615385,0.0514822607285819,0,"OSKM",25132,4204,"Senescence",0.585449594735499,0,2.19254496230877,0,0,0,0.33497046151417,0,0,0.952274045361273,0.585449594735499,0,"OSKM",25132,4204,"Senescence",5.78649525441223,7.69411830875422,8.38685177021274,10.4210644938414,3.38107920467459,9.22820882569274,5.96406213471761,10.9438913298668,0.780940743198107
"OSKM_28_S248_L002","OSKM",29148,4390,"Senescence",0.5,0.25,0.346153846153846,-0.0845593618237461,0,"OSKM",29148,4390,"Senescence",0,0,2.22287511437065,0,0,0,0.294963035755537,0,0,1.56315181508177,0.294963035755537,0,"OSKM",29148,4390,"Senescence",5.6499330171783,7.81494126793678,8.65451143810389,10.5064727476696,3.46117994488353,9.34002968167368,6.02512869068293,10.8609141957026,0.742339574197722
"OSKM_29_S249_L001","OSKM",70528,5547,"Senescence",0.4,0.4375,0.423076923076923,0.0270403329349475,0.0627307682769217,"OSKM",70528,5547,"Senescence",0.249649401028762,0,0.449259088433819,0,0,0,0.354426501570197,0,0,1.48226428035108,0,0.249649401028762,"OSKM",70528,5547,"Senescence",5.80403072321503,7.72387007166419,8.83988219852434,10.6093194083387,3.37527255657314,9.51110224588461,6.319342721421,11.1841941324712,0.559122105770634
"OSKM_29_S249_L002","OSKM",81538,5729,"Senescence",0.5,0.375,0.423076923076923,0.0542553612029468,0,"OSKM",81538,5729,"Senescence",0.115685017363323,0,0.551499063015415,0,0,0,0.551499063015415,0,0,1.79647008169127,0.115685017363323,0.219363943402806,"OSKM",81538,5729,"Senescence",5.88337735090431,7.73193887546961,8.71188800504976,10.6131364369574,3.54159670710306,9.3931492653828,6.30160572582029,11.0509070732594,0.525875680429471
"OSKM_30_S250_L001","OSKM",33478,4360,"Senescence",0.4,0.375,0.384615384615385,0.0112630065424966,0,"OSKM",33478,4360,"Senescence",0,0,1.85264527618231,0,0,0,0,0,0,1.02683760781056,0,0.639804882495319,"OSKM",33478,4360,"Senescence",5.54720126304382,7.45284799268002,8.36518483246999,10.1926575980463,3.54298876449396,9.02796819940504,6.03357207111336,10.8242051035725,0.655930881973287
"OSKM_30_S250_L002","OSKM",38733,4515,"Senescence",0.4,0.3125,0.346153846153846,0.0534279831679604,0.0670849913417975,"OSKM",38733,4515,"Senescence",0,0.229664468818204,1.93702637176649,0,0,0,0,0,0,0.82893991085115,0.229664468818204,0.82893991085115,"OSKM",38733,4515,"Senescence",5.69398397109861,7.59654134846522,8.56173290771378,10.3663145138815,3.76755853875375,9.14116409885415,6.09992803930459,10.9049607496185,0.62682477875815
"OSKM_31_S251_L001","OSKM",31516,4305,"Senescence",0.4,0.3125,0.346153846153846,0.354166635980273,0,"OSKM",31516,4305,"Senescence",0.275583541719601,0,0.668801950194235,0,0,0,0.275583541719601,0.491397085646982,0,1.26367272497976,2.54475202976976,0,"OSKM",31516,4305,"Senescence",5.76262503672048,7.42155637636775,8.41571578197152,10.2305820008113,3.69080230681127,9.13143077193716,5.86908348120487,10.8124511945206,0.554303060548535
"OSKM_31_S251_L002","OSKM",37199,4563,"Senescence",0.5,0.3125,0.384615384615385,0.163543340515867,0,"OSKM",37199,4563,"Senescence",0,0,0.960478544150276,0,0,0,0.851910983761918,0.238090826729045,0,1.30515054743813,2.44096806762192,0,"OSKM",37199,4563,"Senescence",5.62719660774136,7.2538653496068,8.39479562218094,10.1989898725456,3.43483393418877,9.04671712436068,5.97229200611079,10.8335571766872,0.531066704886707
"OSKM_32_S252_L001","OSKM",17464,2866,"Senescence",0.4,0.3125,0.346153846153846,0.229746925514199,0,"OSKM",17464,2866,"Senescence",0,0,1.48967169306159,0,0,0,0,0.452734436907748,0,0.999829909708699,0,0,"OSKM",17464,2866,"Senescence",5.66820702068155,7.35458096041689,8.23689033482994,9.92972056591294,3.32274374865338,8.84843862186353,5.96224514206623,10.4140728600583,0.689637794951697
"OSKM_32_S252_L002","OSKM",20611,3020,"Senescence",0.4,0.3125,0.346153846153846,0,0,"OSKM",20611,3020,"Senescence",0,0,1.68019462778603,0,0,0,0,0,0,0,0,0,"OSKM",20611,3020,"Senescence",5.39938343964566,7.32496151185553,8.12422231929603,9.711821756395,3.21547131158812,8.80862850641679,6.00903318941807,10.3942955844903,0.664599220203371
"OSKM_33_S253_L001","OSKM",27105,3957,"Senescence",0.3,0.25,0.269230769230769,-0.0408496223965149,0,"OSKM",27105,3957,"Senescence",0,0,1.16739607477982,0,0,0,0.314033518709795,0.745173465790269,0,1.54529530381241,2.82519491109106,0,"OSKM",27105,3957,"Senescence",5.58281910089303,8.11001889333242,8.72726537733902,10.5662138981334,3.53859491079758,9.47921911923776,5.60915107341664,10.8421451759199,0.328354380770503
"OSKM_33_S253_L002","OSKM",31158,4111,"Senescence",0.4,0.3125,0.346153846153846,-0.140358908533434,0,"OSKM",31158,4111,"Senescence",0,0,1.76029854457216,0,0,0,0.495847848814814,1.07352323059945,0,1.57925461329003,2.57990653475624,0.27834728483012,"OSKM",31158,4111,"Senescence",5.42323246261277,8.05485515381576,8.62497462839183,10.4837568370008,3.39369476839893,9.3889828931816,5.63842399731869,10.9279107208178,0.342016108061203
"OSKM_34_S254_L001","OSKM",101609,5381,"Senescence",0.4,0.375,0.384615384615385,0.0556263430734368,0,"OSKM",101609,5381,"Senescence",0,0,1.21253469427323,0,0.17967886605279,0,0.464047723707167,0.685198064159561,0,0.580723910512195,3.10269967195668,0,"OSKM",101609,5381,"Senescence",5.3833109345461,7.85934565721912,8.59783265701305,10.500142474933,3.86877728135026,9.20244671405613,6.03276705240827,10.7962542025891,0.322273920323963
"OSKM_34_S254_L002","OSKM",118501,5484,"Senescence",0.6,0.375,0.461538461538462,0.0934409889031696,0,"OSKM",118501,5484,"Senescence",0,0.0810152870480168,1.13452202597177,0.0810152870480168,0.155956146459789,0,0.352020285134762,0.611869191826066,0,0.611869191826066,2.97805859252522,0,"OSKM",118501,5484,"Senescence",5.52425350042516,7.94674702034017,8.73872977218633,10.539976924302,3.84322020076959,9.32395598885448,5.92403660237084,10.9828683425489,0.306565972952095
"OSKM_35_S255_L001","OSKM",39333,4581,"Senescence",0.4,0.3125,0.346153846153846,0.121698736753365,0,"OSKM",39333,4581,"Senescence",0.226529367131047,0,1.39893249058557,0.411101782445292,0,0,0,0,0,1.33411485041615,0.411101782445292,0,"OSKM",39333,4581,"Senescence",5.59216430610549,7.27337132301363,8.50419438335064,10.3081799485012,3.68523524745001,9.14786738040315,6.3990547473623,10.9806932856943,0.749908606762627
"OSKM_35_S255_L002","OSKM",46223,4726,"Senescence",0.5,0.375,0.423076923076923,0.18373867564052,0.0354485633215395,"OSKM",46223,4726,"Senescence",0.195848416141102,0,1.15165534397728,0.195848416141102,0,0,0.359550324920052,0,0,0.623459453718321,0.359550324920052,0.195848416141102,"OSKM",46223,4726,"Senescence",5.48623096918521,7.58474504484428,8.38298338685286,10.2787990196293,3.57472829188132,9.18675817152633,6.32901496993056,11.0629123391367,0.785299584974438
"OSKM_36_S256_L001","OSKM",65230,5162,"Senescence",0.6,0.3125,0.423076923076923,-0.0763442933884447,0,"OSKM",65230,5162,"Senescence",0,0.729057546677264,1.14621181563301,0.267433998726202,0,0,0,0.478228944944716,0,1.94288329992913,2.6302695692493,0,"OSKM",65230,5162,"Senescence",5.5529710109603,7.91729401854849,8.789021322548,10.5519346199934,3.62509621213369,9.57673846641253,6.13515631852258,11.273339964941,0.410555766287084
"OSKM_36_S256_L002","OSKM",74936,5322,"Senescence",0.6,0.3125,0.423076923076923,-0.161513060409847,0.0691016776776001,"OSKM",74936,5322,"Senescence",0.427741035801588,0.588166176048884,1.52672447666956,0,0,0,0,0.236568564456008,0,1.75856447792092,2.55542736198928,0.125263615804443,"OSKM",74936,5322,"Senescence",5.43613817225235,7.98486280341194,8.8466921715888,10.5716691645407,3.73161989786494,9.56614122107285,6.16728166519562,11.2478617016369,0.378991934209016
"OSKM_37_S257_L001","OSKM",43201,4888,"Senescence",0.6,0.375,0.461538461538462,0.127139779461166,0,"OSKM",43201,4888,"Senescence",0,0,1.26588714157003,0,0,0,0,0.20821355003312,0,0.870814899792697,2.07245263823218,0.52734543894584,"OSKM",43201,4888,"Senescence",5.38057545615054,7.73927014433189,8.74152074055221,10.4313481689498,3.89410374613114,9.25882967829404,6.12218826097772,11.0609845398367,0.375981217486311
"OSKM_37_S257_L002","OSKM",48854,5073,"Senescence",0.5,0.4375,0.461538461538462,0.235042750726269,0.0337064611666936,"OSKM",48854,5073,"Senescence",0,0,1.77708511169658,0,0,0,0,0.186223542357423,0,1.35213797131269,2.40060840377859,0.478761782902273,"OSKM",48854,5073,"Senescence",5.5134328117798,7.7022538502289,8.994549132891,10.5474640604962,3.89029492619962,9.48500356556534,6.10323226941534,11.0250543207165,0.372217968116596
"OSKM_38_S258_L001","OSKM",23309,4220,"Senescence",0.3,0.3125,0.307692307692308,0.375130288266025,0.112133285347053,"OSKM",23309,4220,"Senescence",0,0,1.14584383235407,0,0,0,0.356988078655706,0,0,0.827265620367484,0,0.356988078655706,"OSKM",23309,4220,"Senescence",5.52502785741922,7.38070532667069,8.39031386538982,10.0630642854539,3.38774199981318,9.17460313490995,6.15994888430208,10.8406081906214,0.833541759916474
"OSKM_38_S258_L002","OSKM",26742,4438,"Senescence",0.4,0.3125,0.346153846153846,0.264044451725526,0.0575010124566632,"OSKM",26742,4438,"Senescence",0,0.317685151694272,0.317685151694272,0,0,0,0.752279314068956,0,0,1.55591816091609,0,0.317685151694272,"OSKM",26742,4438,"Senescence",5.73658960266242,7.26535580503556,8.33021077120781,10.169266300485,3.22500173326048,9.17771793939814,6.2539364744614,10.968405753568,1
"OSKM_39_S259_L001","OSKM",23427,3931,"Senescence",0.4,0.3125,0.346153846153846,0.405849055818109,0,"OSKM",23427,3931,"Senescence",0,0,1.94247720410494,0,0,0,0,0,0,0.61719216413707,0.355474753301796,0,"OSKM",23427,3931,"Senescence",5.34588372352426,7.45120619613975,8.32748462380026,10.1959701400052,3.14556878040379,8.9253965288894,6.01138580018891,10.8494456054133,0.69594302769736
"OSKM_39_S259_L002","OSKM",28016,4085,"Senescence",0.4,0.3125,0.346153846153846,0.400001765914716,0,"OSKM",28016,4085,"Senescence",0,0,2.00483922427632,0,0,0,0.305231348196684,0,0,0.727943059028945,0.305231348196684,0,"OSKM",28016,4085,"Senescence",5.44340419836094,7.31459363152288,8.45246415767807,10.1864498191845,3.30484178403945,9.14765591055995,6.11742281801014,10.6867351265398,0.778485374436262
"OSKM_40_S260_L001","OSKM",91060,5704,"Senescence",0.5,0.5,0.5,0.101593704898964,0.0659087252705534,"OSKM",91060,5704,"Senescence",1.01417332448343,0.104195769957126,1.4314382131363,0,0,0,0.284767660556905,0,0,1.64346684453158,0.284767660556905,0.886915527976173,"OSKM",91060,5704,"Senescence",5.58168850467088,7.73377253413232,8.60021011565272,10.5611926947453,3.75025401070447,9.19869595425958,6.22468528069118,11.1482439242704,0.752151533747349
"OSKM_40_S260_L002","OSKM",105803,5772,"Senescence",0.6,0.5,0.538461538461538,0.181030520120125,0.0669201014612363,"OSKM",105803,5772,"Senescence",0.92117655848745,0.0903115971293563,0.92117655848745,0,0,0,0.0903115971293563,0,0,1.43829827599451,0.320677521084843,0.665340526143461,"OSKM",105803,5772,"Senescence",5.45198253663372,7.65394586065089,8.45717601809788,10.4031598341084,3.45879036151144,9.1238028097089,6.21847594958733,11.2548373964008,0.751267619581972
"Vector_01_S271_L001","Vector",68775,5218,"Growing",0.6,0.3125,0.423076923076923,-0.1102754539739,0.0245717239307187,"Vector",68775,5218,"Growing",0.255264772018513,0,1.06133322497691,0.362004229486816,0,0,1.36303429156065,0,0,1.59449586339814,1.50177254951344,0,"Vector",68775,5218,"Growing",5.73773060365068,7.75791583811337,8.74288277360669,10.462107633674,3.51382491191895,9.31856885778596,5.94211386889378,11.0354819361712,0.554433066987151
"Vector_01_S271_L002","Vector",81144,5382,"Growing",0.6,0.3125,0.423076923076923,-0.210029645909036,0.0398779000783983,"Vector",81144,5382,"Growing",0,0,1.16884662524313,0.220319889935902,0,0,1.00258871896597,0,0,1.75893842570015,1.24264163951558,0,"Vector",81144,5382,"Growing",5.60847746391155,7.70848145900731,8.81428199730358,10.5571549188782,3.52857043104124,9.40877158374004,6.02919283906267,10.8862438688091,0.580557364737461
"Vector_02_S272_L001","Vector",52640,5067,"Growing",0.5,0.3125,0.384615384615385,-0.179737777923944,0.0582891399569517,"Vector",52640,5067,"Growing",0,0.322039447275976,1.48601590732809,0,0,0,0,0,0,2.03456657545104,1.90197141950743,0,"Vector",52640,5067,"Growing",5.82200579464192,7.63154182649917,8.57192518411867,10.3039533362956,3.78352476243563,9.17878178964288,6.02016485993591,10.8781820669037,0.594546985331327
"Vector_02_S272_L002","Vector",62610,5331,"Growing",0.6,0.3125,0.423076923076923,-0.0764612677773494,0.0708564532539175,"Vector",62610,5331,"Growing",0.277205728817195,0,1.57551983797763,0.148177643634936,0,0,0.277205728817195,0.148177643634936,0,1.83589174297828,1.90952475818311,0,"Vector",62610,5331,"Growing",5.74124798254121,7.64911626907084,8.48977661747716,10.4147810780307,3.84413488650949,9.2058552471209,6.15545661690896,11.2523308746566,0.645382944934086
"Vector_03_S273_L001","Vector",55465,4534,"Growing",0.4,0.3125,0.346153846153846,-0.012432259311682,0,"Vector",55465,4534,"Growing",0.165763457489094,0,0.964183316655995,0.432354744217608,0,0,0.307916781420769,0,0,0.733215262545235,1.85767460032261,0,"Vector",55465,4534,"Growing",5.51846304171808,7.85010388511063,8.56520797024157,10.3569474691986,3.50876928134822,9.22941564510321,5.61047113876426,10.7720057036787,0.188299016812955
"Vector_03_S273_L002","Vector",65626,4738,"Growing",0.4,0.375,0.384615384615385,0.0733251693252981,0,"Vector",65626,4738,"Growing",0,0,1.03976193785691,0.649337280089736,0,0,0.141828180513149,0,0,0.863483734010211,1.93770033865697,0,"Vector",65626,4738,"Growing",5.49896295406267,7.77531929229365,8.60793989754662,10.3369881036047,3.71024226657113,9.27319950334672,5.6238366436711,10.8954794589268,0.205519083861945
"Vector_04_S274_L001","Vector",111363,6338,"Growing",0.5,0.3125,0.384615384615385,-0.044462807004625,0.0155643562843604,"Vector",111363,6338,"Growing",0,0.0859909186981236,0.773506888460937,0,0,0,0.487705411869092,0.773506888460937,0,0.853115109769092,2.05726351649492,0.430988977670578,"Vector",111363,6338,"Growing",5.33275907665757,7.5854499418252,8.51972019539333,10.3696485150524,3.7886442552063,8.96734375146838,5.63431090966771,11.1036636103858,0.0882344666735446
"Vector_04_S274_L002","Vector",131886,6586,"Growing",0.7,0.375,0.5,0.03044372618632,0.058181038946175,"Vector",131886,6586,"Growing",0.141192326381581,0.0730860051957924,0.685971381493505,0.0730860051957924,0,0,0.474110481117191,0.520225823391556,0,0.606528627712136,2.1844317827074,0.0730860051957924,"Vector",131886,6586,"Growing",5.47193273283869,7.73342914214579,8.60718168771959,10.5460205015356,3.81432868236496,9.06698066957365,5.81000498974464,11.1810453399444,0.111011941412532
"Vector_05_S275_L001","Vector",96386,6324,"Growing",0.5,0.375,0.423076923076923,-0.0479167834965435,0.034127783543494,"Vector",96386,6324,"Growing",0,0.188551290295547,1.15648478206243,0,0.188551290295547,0,0.270979753230707,0.808702887016178,0,0.604313812489657,2.25207671043701,0.0987130264488126,"Vector",96386,6324,"Growing",5.36123406428983,7.75225041000395,8.68393899895722,10.5364604356109,3.65286532391234,9.33159972763233,5.93297694522607,11.237167988652,0.276462834425313
"Vector_05_S275_L002","Vector",113627,6521,"Growing",0.5,0.3125,0.384615384615385,-0.0451946967159596,0.0424080297889666,"Vector",113627,6521,"Growing",0,0.162131182389412,1.10663561266385,0,0,0,0.162131182389412,0.720804672363836,0,0.631310349489137,2.26433382010228,0,"Vector",113627,6521,"Growing",5.32945081953468,7.66945630334411,8.78626626589879,10.4985443506707,3.57069306862564,9.34766133692835,5.86007062351374,11.3942955844903,0.235727310292255
"Vector_06_S276_L001","Vector",107039,6353,"Growing",0.4,0.25,0.307692307692308,-0.0711089369971537,0,"Vector",107039,6353,"Growing",0,0.317504603679404,1.02067018927886,0,0.0893139585535409,0,0.558123897225173,1.08583154066674,0,0.751928554857479,2.71515872399032,0,"Vector",107039,6353,"Growing",5.04990891920766,7.80054999668387,8.73994266476131,10.4379661273735,3.85559490487552,9.22530064776243,5.90050194667268,11.0909182730551,0.41533913072303
"Vector_06_S276_L002","Vector",125797,6563,"Growing",0.7,0.25,0.423076923076923,-0.0189609175045518,0,"Vector",125797,6563,"Growing",0.213884381190348,0.389985183250213,1.09437960737264,0.213884381190348,0.0764916269646297,0,0.276094651843032,0.855003911632241,0,1.01118240107137,2.68599694491344,0.213884381190348,"Vector",125797,6563,"Growing",5.19821378072001,7.69912724017203,8.6706729935952,10.4066628747027,3.88900250285242,9.1501557160415,6.00834997017895,11.1352133743269,0.404855817593668
"Vector_07_S277_L001","Vector",73767,5955,"Growing",0.6,0.3125,0.423076923076923,-0.122700946039411,0.0230101061069796,"Vector",73767,5955,"Growing",0,0.127127658049611,0.341236523978152,0.127127658049611,0.239901504613443,0,0.127127658049611,0,0,0.595188003371468,1.47911264415616,0,"Vector",73767,5955,"Growing",5.77134529329646,7.40379168587887,8.9842146313002,10.4157102240218,3.6866952081464,9.38182726587156,6.08123181242131,11.1568654191871,0.519022983185796
"Vector_07_S277_L002","Vector",87561,6173,"Growing",0.6,0.3125,0.423076923076923,-0.204548042863232,0,"Vector",87561,6173,"Growing",0,0,0.587476991541579,0.205722435164418,0,0,0.294621654479686,0.205722435164418,0,0.706978518519542,0.998088739272162,0,"Vector",87561,6173,"Growing",5.57785439003538,7.57309194383916,8.83152605476311,10.4208781744473,3.7609599685845,9.32472336139223,6.08728278667234,11.1149703711066,0.565470202315325
"Vector_08_S278_L001","Vector",68202,5799,"Growing",0.7,0.3125,0.461538461538462,0.225052399066885,0.0835361988681068,"Vector",68202,5799,"Growing",0,0.136821332739161,0.257155748559988,0,0.461525960597275,0,0.364552691819173,0.776102318114951,0,0.631133255056278,3.00606114015762,0,"Vector",68202,5799,"Growing",5.0007833625836,7.81002663076937,8.87528752416767,10.5961127854266,3.99751203215447,9.4087424930968,5.44529200697737,11.1806353047875,0.0397519550474729
"Vector_08_S278_L002","Vector",79014,5976,"Growing",0.7,0.375,0.5,0.0696347338200382,0.114829152884554,"Vector",79014,5976,"Growing",0,0,0.409616081294342,0,0.490295873648674,0,0,0.32185126239222,0,0.32185126239222,2.96275331024232,0,"Vector",79014,5976,"Growing",5.23434034393275,7.76215748694698,8.89648534049501,10.5844935399658,4.03638204612597,9.44175914993349,5.59609725699388,11.1953976792212,0
"Vector_09_S279_L001","Vector",54266,4962,"Growing",0.6,0.3125,0.423076923076923,0.112569708759874,0.0494037026218252,"Vector",54266,4962,"Growing",0.313755362871463,0.169132840197964,0.977760937968812,0,0,0,0,0.169132840197964,0,0.653047446308129,2.73265441653819,0,"Vector",54266,4962,"Growing",5.36490720827945,7.79995002356316,8.51148207674777,10.3197508709823,3.46032102024213,9.15407395265452,5.5688097027127,11.0713711918275,0.103619479664047
"Vector_09_S279_L002","Vector",64488,5106,"Growing",0.6,0.3125,0.423076923076923,0.196228790368327,0.0789050759544054,"Vector",64488,5106,"Growing",0.270130352462873,0,1.33268706797458,0,0,0,0,0.144158878604929,0,0.873637263437125,2.73574887187492,0,"Vector",64488,5106,"Growing",5.39273076926799,7.7305830751086,8.57153924143966,10.3117324724188,3.44258046866023,9.12110359640184,5.53273033715883,11.0753530150409,0.136436937545414
"Vector_10_S280_L001","Vector",67632,5386,"Growing",0.6,0.25,0.384615384615385,-0.0983615477288822,0.0249596229789843,"Vector",67632,5386,"Growing",0.553479863468733,0,0.965632750683317,0.137898469497151,0.137898469497151,0,0.367124064709825,0,0,1.02040135389427,1.29786252934597,0,"Vector",67632,5386,"Growing",5.33180658026624,7.46511889031024,8.5941797938685,10.3637196877465,3.65622187868492,9.24615547200903,5.83338429038166,11.0222938592132,0.424981128213657
"Vector_10_S280_L002","Vector",79252,5562,"Growing",0.5,0.3125,0.384615384615385,-0.229364033454344,0,"Vector",79252,5562,"Growing",0.6978552042111,0,0.758756079529549,0,0,0,0.321024491412278,0,0,1.25948195093283,1.32865337875884,0,"Vector",79252,5562,"Growing",5.48952950181457,7.51261418463242,8.70523026971194,10.5355247417955,3.62696985197056,9.24506373771376,5.84912522229012,11.0540494054551,0.410730312276822
"Vector_11_S281_L001","Vector",94933,6347,"Growing",0.5,0.3125,0.384615384615385,-0.0358707421681424,0,"Vector",94933,6347,"Growing",0.191177970257613,0.191177970257613,1.52202061660983,0,0.100150671622425,0,0.100150671622425,1.72897012578117,0,0.906128987483037,2.25468952818257,0.351606979318772,"Vector",94933,6347,"Growing",5.49533343736377,7.61116640076917,8.71378138720525,10.4997330167055,3.78299808590514,9.32057879554945,5.91466433322417,11.2949116181435,0.305307033456715
"Vector_11_S281_L002","Vector",108991,6536,"Growing",0.6,0.3125,0.423076923076923,0.0186976831471254,0.0440090409804535,"Vector",108991,6536,"Growing",0.0877825499865042,0.243143872820185,1.57970610846825,0,0.168477324473138,0,0.168477324473138,1.61681673791972,0,0.90341261178025,2.55224123146543,0.168477324473138,"Vector",108991,6536,"Growing",5.410915394951,7.68394760268692,8.90128737871434,10.5716025503035,3.82124122392334,9.4361589048951,5.99739549341055,11.3919512847019,0.30412262013024
"Vector_12_S282_L001","Vector",102108,5859,"Growing",0.7,0.375,0.5,-0.132406013273187,0.0169111224469768,"Vector",102108,5859,"Growing",0,0,1.88438796524029,0.0934316157291537,0,0,0.330556255244361,0.330556255244361,0,1.75765797402224,1.53117669631563,0,"Vector",102108,5859,"Growing",5.76794366800658,7.60409115354974,8.59800878379992,10.4794367598505,3.68828486733282,9.30049452326188,6.32527823230557,11.1922676186141,0.554218642490257
"Vector_12_S282_L002","Vector",118531,6072,"Growing",0.4,0.3125,0.346153846153846,-0.241004424977488,0.0146602019054809,"Vector",118531,6072,"Growing",0,0.0809955906380158,1.85620913835334,0,0,0,0.290775628051055,0.740393056508666,0,1.77380502878973,1.49492693042676,0,"Vector",118531,6072,"Growing",5.65486681871783,7.51766583206942,8.52604449002789,10.5128705749188,3.7420934277708,9.29225888882856,6.24782972739441,11.2207627300609,0.603582045467841
"Vector_13_S283_L001","Vector",72563,5943,"Growing",0.6,0.3125,0.423076923076923,-0.0247979508203979,0,"Vector",72563,5943,"Growing",0,0,1.12075505754952,0.243434343723087,0.346022093868688,0,0.439057914857077,0.346022093868688,0,0.866307237141169,3.11345130147797,0,"Vector",72563,5943,"Growing",5.52759997402062,7.48996398404016,8.67430144517713,10.4455096554389,3.84987914359988,9.26410853553317,5.52933654620527,11.058861788778,0.195254101081556
"Vector_13_S283_L002","Vector",86050,6101,"Growing",0.6,0.3125,0.423076923076923,0.0166557965845444,0,"Vector",86050,6101,"Growing",0,0,0.873190335127278,0.208982158353143,0.529020506176202,0,0.657360425165207,0.771086932135083,0,0.59524794605924,3.18329380611662,0,"Vector",86050,6101,"Growing",5.32813631888238,7.50958007756078,8.67745485074732,10.6012318945775,3.96440523178874,9.24584848262411,5.62241526148566,11.130579089123,0.219008225444
